"State_Code_Origin" 	"County_Code_Origin" 	"State_Code_Dest" 	"County_Code_Dest" 	"State_Abbrv" 	"State_Name" 	"Return_Num" 	"Exmpt_Num" 	"Aggr_AGI"
"08" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	509 	984 	22544
"08" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	489 	900 	22726
"08" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	474 	1005 	20688
"08" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	360 	712 	12998
"08" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	352 	635 	23101
"08" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	314 	559 	12065
"08" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	235 	274 	13655
"08" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	220 	363 	8421
"08" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	215 	374 	11481
"08" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	174 	267 	6447
"08" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	142 	287 	6579
"08" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	95 	159 	8394
"08" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	81 	156 	3108
"09" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	7770 	12108 	630032
"09" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	5258 	9451 	515146
"09" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	5015 	7530 	341182
"09" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	2504 	3917 	213924
"09" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	2026 	3986 	150709
"09" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	1839 	3333 	179485
"09" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	1599 	2827 	129259
"09" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	1468 	2701 	98782
"09" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	1387 	2787 	134980
"09" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	1379 	2451 	117730
"09" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	1220 	2503 	81704
"09" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	1149 	1768 	62591
"09" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	949 	1909 	70176
"09" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	769 	1286 	51990
"09" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	730 	1256 	50289
"09" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	725 	1286 	82057
"09" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	716 	1248 	42503
"09" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	701 	1159 	50209
"09" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	639 	1225 	40694
"09" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	554 	886 	49644
"09" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	552 	1114 	41262
"09" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	500 	812 	32935
"09" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	407 	807 	25578
"09" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	347 	667 	31311
"09" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	312 	352 	15896
"09" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	312 	512 	17054
"09" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	251 	496 	22785
"09" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	249 	533 	18703
"09" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	232 	480 	25874
"09" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	221 	424 	14378
"09" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	213 	354 	9917
"09" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	209 	316 	38126
"09" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	200 	322 	9254
"09" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	198 	398 	8911
"09" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	196 	397 	11894
"09" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	160 	273 	8037
"09" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	160 	245 	15740
"09" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	143 	260 	7928
"09" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	140 	262 	10348
"09" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	127 	229 	7394
"09" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	98 	210 	12444
"09" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	97 	203 	5666
"09" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	94 	172 	3779
"09" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	75 	158 	3905
"09" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	66 	119 	5940
"09" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	65 	98 	2130
"09" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	62 	108 	4399
"09" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	54 	113 	4617
"09" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	52 	79 	33613
"09" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	24 	42 	2164
"09" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	17 	25 	466
"10" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	3063 	5579 	178309
"10" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	2203 	3811 	94930
"10" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	958 	1713 	67414
"10" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	912 	1600 	50703
"10" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	745 	1287 	39355
"10" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	715 	1185 	32865
"10" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	580 	1126 	33498
"10" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	460 	746 	26073
"10" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	442 	893 	28151
"10" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	348 	681 	16231
"10" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	284 	522 	12883
"10" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	251 	499 	15707
"10" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	204 	416 	10361
"10" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	186 	290 	8064
"10" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	165 	341 	11794
"10" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	162 	269 	7692
"10" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	147 	263 	8599
"10" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	116 	186 	6166
"10" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	110 	200 	5418
"10" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	107 	181 	5837
"10" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	99 	194 	5358
"10" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	95 	200 	4447
"10" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	93 	177 	5899
"10" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	89 	155 	4299
"10" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	85 	116 	3981
"10" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	83 	180 	4044
"10" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	76 	133 	5857
"10" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	70 	126 	3224
"10" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	65 	128 	2934
"10" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	59 	95 	1768
"10" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	49 	85 	2529
"10" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	49 	102 	2322
"10" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	47 	95 	3375
"10" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	47 	84 	2825
"10" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	46 	91 	2242
"10" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	44 	93 	1806
"10" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	41 	76 	4100
"10" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	40 	76 	1486
"10" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	39 	72 	1506
"10" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	36 	77 	1387
"10" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	35 	71 	1189
"10" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	35 	72 	1484
"10" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	32 	59 	1169
"10" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	28 	50 	869
"10" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	24 	46 	668
"10" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	23 	28 	1014
"10" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	19 	39 	682
"10" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	19 	34 	762
"10" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	18 	31 	874
"10" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	9 	15 	242
"10" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	5 	9 	80
"11" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	9235 	17013 	477025
"11" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	4550 	6601 	319716
"11" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	1785 	2074 	120770
"11" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	1393 	1729 	94038
"11" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	697 	1087 	48622
"11" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	639 	816 	39246
"11" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	614 	977 	30459
"11" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	601 	845 	49089
"11" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	578 	722 	36858
"11" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	571 	829 	34956
"11" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	535 	642 	37078
"11" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	428 	627 	23411
"11" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	340 	436 	23315
"11" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	250 	319 	16003
"11" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	233 	312 	19400
"11" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	220 	290 	10957
"11" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	195 	247 	13552
"11" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	185 	233 	9598
"11" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	180 	279 	11402
"11" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	146 	200 	8971
"11" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	138 	210 	8482
"11" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	134 	177 	7917
"11" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	133 	165 	6993
"11" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	125 	168 	7049
"11" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	97 	127 	4451
"11" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	95 	131 	4821
"11" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	87 	138 	5384
"11" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	86 	119 	7327
"11" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	86 	123 	4837
"11" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	84 	110 	4956
"11" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	66 	91 	3456
"11" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	64 	101 	8112
"11" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	59 	87 	2501
"11" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	58 	97 	3926
"11" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	57 	76 	3550
"11" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	57 	80 	3182
"11" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	54 	74 	2792
"11" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	50 	73 	2894
"11" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	49 	87 	2104
"11" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	43 	83 	2564
"11" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	38 	47 	1872
"11" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	35 	55 	1817
"11" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	32 	45 	1594
"11" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	31 	49 	2199
"11" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	28 	31 	1012
"11" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	25 	40 	1168
"11" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	23 	40 	1133
"11" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	19 	28 	1519
"11" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	18 	21 	987
"11" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	15 	25 	1015
"11" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	10 	13 	534
"12" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	26014 	51894 	1104322
"12" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	19466 	32177 	687823
"12" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	17252 	33934 	789244
"12" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	17236 	35303 	771078
"12" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	12262 	20292 	568628
"12" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	10394 	20808 	463235
"12" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	9864 	18620 	454602
"12" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	8423 	14568 	359923
"12" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	8346 	14632 	385133
"12" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	8344 	14661 	288287
"12" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	7880 	15773 	305938
"12" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	7776 	15096 	348869
"12" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	7463 	12735 	346126
"12" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	7199 	12364 	318800
"12" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	6358 	10507 	258777
"12" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	5958 	10375 	228671
"12" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	4925 	8860 	186579
"12" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	4900 	8525 	235246
"12" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	4443 	7905 	206247
"12" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	3873 	7292 	145274
"12" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	3686 	6540 	187174
"12" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	3393 	6206 	151859
"12" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	3210 	6038 	120225
"12" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	3181 	5865 	127989
"12" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	3158 	5525 	160245
"12" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	2603 	4379 	112514
"12" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	2475 	4825 	90639
"12" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	2414 	4237 	115665
"12" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	1876 	3234 	97511
"12" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	1867 	3553 	68725
"12" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	1702 	3391 	87070
"12" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	1563 	2628 	64258
"12" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	1531 	2619 	60418
"12" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	1410 	2722 	60325
"12" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	1398 	2572 	46845
"12" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	1335 	2272 	57889
"12" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	1218 	2222 	45854
"12" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	1197 	2153 	46575
"12" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	1156 	2106 	49891
"12" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	1133 	1873 	41613
"12" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	1004 	2052 	53904
"12" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	738 	896 	35539
"12" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	719 	1252 	35840
"12" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	691 	1334 	27083
"12" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	662 	1079 	26785
"12" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	659 	1291 	28801
"12" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	497 	1006 	20981
"12" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	455 	834 	22787
"12" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	375 	664 	18752
"12" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	353 	589 	12718
"12" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	261 	468 	9484
"13" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	16539 	31899 	839928
"13" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	7933 	16756 	324991
"13" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	7825 	17337 	413131
"13" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	7480 	15024 	358324
"13" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	6912 	13645 	327586
"13" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	6583 	13058 	294715
"13" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	5646 	10485 	272160
"13" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	4917 	8724 	183593
"13" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	4325 	8641 	221584
"13" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	3197 	6300 	138924
"13" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	2836 	5551 	137111
"13" 	"000" 	"22" 	"000" 	"LA" 	"LOUISIANA" 	2771 	5933 	86205
"13" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	2563 	5110 	101905
"13" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	2245 	4255 	111471
"13" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	2093 	4024 	122606
"13" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	1756 	3725 	102556
"13" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	1703 	3309 	89404
"13" 	"000" 	"28" 	"000" 	"MS" 	"MISSISSIPPI" 	1632 	3458 	60253
"13" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	1606 	3161 	59937
"13" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	1591 	3118 	91826
"13" 	"000" 	"21" 	"000" 	"KY" 	"KENTUCKY" 	1568 	3432 	69671
"13" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	1455 	2898 	68358
"13" 	"000" 	"18" 	"000" 	"IN" 	"INDIANA" 	1432 	2893 	56884
"13" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	1225 	2615 	53798
"13" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	1207 	2104 	79752
"13" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	848 	1844 	31722
"13" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	839 	1548 	35577
"13" 	"000" 	"20" 	"000" 	"KS" 	"KANSAS" 	833 	1920 	38734
"13" 	"000" 	"05" 	"000" 	"AR" 	"ARKANSAS" 	792 	1723 	37833
"13" 	"000" 	"09" 	"000" 	"CT" 	"CONNECTICUT" 	757 	1506 	51294
"13" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	733 	1501 	44001
"13" 	"000" 	"55" 	"000" 	"WI" 	"WISCONSIN" 	721 	1471 	35667
"13" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	564 	1019 	26166
"13" 	"000" 	"15" 	"000" 	"HI" 	"HAWAII" 	511 	1108 	19369
"13" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	458 	1090 	21696
"13" 	"000" 	"11" 	"000" 	"DC" 	"DISTRICT_OF_COLUMBIA" 	429 	562 	22687
"13" 	"000" 	"19" 	"000" 	"IA" 	"IOWA" 	425 	922 	22607
"13" 	"000" 	"54" 	"000" 	"WV" 	"WEST_VIRGINIA" 	411 	802 	15500
"13" 	"000" 	"35" 	"000" 	"NM" 	"NEW_MEXICO" 	391 	819 	16583
"13" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	353 	750 	12759
"13" 	"000" 	"31" 	"000" 	"NE" 	"NEBRASKA" 	301 	670 	13269
"13" 	"000" 	"10" 	"000" 	"DE" 	"DELAWARE" 	250 	462 	10495
"13" 	"000" 	"23" 	"000" 	"ME" 	"MAINE" 	237 	458 	8317
"13" 	"000" 	"33" 	"000" 	"NH" 	"NEW_HAMPSHIRE" 	219 	433 	10723
"13" 	"000" 	"30" 	"000" 	"MT" 	"MONTANA" 	215 	450 	11060
"13" 	"000" 	"16" 	"000" 	"ID" 	"IDAHO" 	203 	455 	8171
"13" 	"000" 	"44" 	"000" 	"RI" 	"RHODE_ISLAND" 	179 	311 	6175
"13" 	"000" 	"56" 	"000" 	"WY" 	"WYOMING" 	153 	312 	8789
"13" 	"000" 	"46" 	"000" 	"SD" 	"SOUTH_DAKOTA" 	120 	244 	17515
"13" 	"000" 	"50" 	"000" 	"VT" 	"VERMONT" 	99 	188 	4619
"13" 	"000" 	"38" 	"000" 	"ND" 	"NORTH_DAKOTA" 	94 	186 	3271
"15" 	"000" 	"06" 	"000" 	"CA" 	"CALIFORNIA" 	5303 	9312 	227880
"15" 	"000" 	"53" 	"000" 	"WA" 	"WASHINGTON" 	1839 	3802 	85515
"15" 	"000" 	"48" 	"000" 	"TX" 	"TEXAS" 	1802 	4064 	80605
"15" 	"000" 	"57" 	"000" 	"FR" 	"Foreign" 	1576 	3145 	59553
"15" 	"000" 	"32" 	"000" 	"NV" 	"NEVADA" 	1412 	2583 	50602
"15" 	"000" 	"12" 	"000" 	"FL" 	"FLORIDA" 	1175 	2294 	44712
"15" 	"000" 	"51" 	"000" 	"VA" 	"VIRGINIA" 	1133 	2863 	64503
"15" 	"000" 	"41" 	"000" 	"OR" 	"OREGON" 	902 	1543 	34280
"15" 	"000" 	"04" 	"000" 	"AZ" 	"ARIZONA" 	836 	1665 	39232
"15" 	"000" 	"08" 	"000" 	"CO" 	"COLORADO" 	739 	1399 	35149
"15" 	"000" 	"36" 	"000" 	"NY" 	"NEW_YORK" 	684 	1072 	23370
"15" 	"000" 	"37" 	"000" 	"NC" 	"NORTH_CAROLINA" 	618 	1397 	26561
"15" 	"000" 	"13" 	"000" 	"GA" 	"GEORGIA" 	540 	1247 	22419
"15" 	"000" 	"24" 	"000" 	"MD" 	"MARYLAND" 	468 	1055 	25558
"15" 	"000" 	"17" 	"000" 	"IL" 	"ILLINOIS" 	462 	896 	18695
"15" 	"000" 	"49" 	"000" 	"UT" 	"UTAH" 	411 	934 	14365
"15" 	"000" 	"42" 	"000" 	"PA" 	"PENNSYLVANIA" 	364 	674 	13622
"15" 	"000" 	"39" 	"000" 	"OH" 	"OHIO" 	345 	676 	13107
"15" 	"000" 	"29" 	"000" 	"MO" 	"MISSOURI" 	305 	641 	11542
"15" 	"000" 	"26" 	"000" 	"MI" 	"MICHIGAN" 	292 	494 	11038
"15" 	"000" 	"45" 	"000" 	"SC" 	"SOUTH_CAROLINA" 	288 	622 	11953
"15" 	"000" 	"47" 	"000" 	"TN" 	"TENNESSEE" 	288 	667 	12888
"15" 	"000" 	"02" 	"000" 	"AK" 	"ALASKA" 	283 	605 	10611
"15" 	"000" 	"25" 	"000" 	"MA" 	"MASSACHUSETTS" 	258 	415 	13949
"15" 	"000" 	"01" 	"000" 	"AL" 	"ALABAMA" 	243 	608 	10277
"15" 	"000" 	"40" 	"000" 	"OK" 	"OKLAHOMA" 	227 	559 	9954
"15" 	"000" 	"34" 	"000" 	"NJ" 	"NEW_JERSEY" 	212 	359 	12588
"15" 	"000" 	"27" 	"000" 	"MN" 	"MINNESOTA" 	209 	351 	6922
